detection_id,species,source_image,pixel_x,pixel_y,longitude,latitude,within_boundary_buffer,georeference_method,georeference_rmse_deg,control_point_count,notes
rhino_digitized_173,rhino,rhino_pages-14.png,661.5,385.5,15.783211,-19.331234,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_174,rhino,rhino_pages-14.png,709.0,385.0,15.966161,-19.323099,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_175,rhino,rhino_pages-14.png,721.29,386.18,16.013748,-19.324212,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_176,rhino,rhino_pages-14.png,730.3,387.3,16.048769,-19.325645,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_177,rhino,rhino_pages-14.png,691.0,390.0,15.892718,-19.336466,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_178,rhino,rhino_pages-14.png,683.0,391.64,15.860694,-19.341285,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_179,rhino,rhino_pages-14.png,713.23,392.23,15.978063,-19.338138,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_180,rhino,rhino_pages-14.png,721.0,394.0,16.007668,-19.340872,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_181,rhino,rhino_pages-14.png,742.5,395.5,16.092784,-19.341481,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_182,rhino,rhino_pages-14.png,774.5,396.0,16.223121,-19.339612,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_183,rhino,rhino_pages-14.png,705.0,398.64,15.941559,-19.352803,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
rhino_digitized_184,rhino,rhino_pages-14.png,709.5,402.0,15.957148,-19.359101,True,quadratic_gcp_warp_from_public_map_features,0.174143,13,approximate map-digitized detections from a public figure; not survey-grade coordinates
